chr	bin	arm	pos	value	disease	change
chr6	chr10:100000000-105000000	6q	87500000	-0.1272727272727273	Prostate	Loss
chr6	chr10:100000000-105000000	6q	87500000	0.00909090909090909	Prostate	Gain
chr6	chr10:95000000-100000000	6q	92500000	-0.17204301075268819	Bladder	Loss
chr6	chr10:95000000-100000000	6q	92500000	0	Bladder	Gain
chr6	chr10:95000000-100000000	6q	92500000	-0.14942528735632188	RCC	Loss
chr6	chr10:95000000-100000000	6q	92500000	0	RCC	Gain
chr6	chr10:95000000-100000000	6q	92500000	-0.1181818181818182	Prostate	Loss
chr6	chr10:95000000-100000000	6q	92500000	0.00909090909090909	Prostate	Gain
chr6	chr10:90000000-95000000	6q	97500000	-0.17204301075268819	Bladder	Loss
chr6	chr10:90000000-95000000	6q	97500000	0	Bladder	Gain
chr6	chr10:90000000-95000000	6q	97500000	-0.16091954022988503	RCC	Loss
chr6	chr10:90000000-95000000	6q	97500000	0	RCC	Gain
chr6	chr10:90000000-95000000	6q	97500000	-0.09090909090909091	Prostate	Loss
chr6	chr10:90000000-95000000	6q	97500000	0	Prostate	Gain
chr6	chr10:85000000-90000000	6q	107500000	-0.1505376344086022	Bladder	Loss
chr6	chr10:85000000-90000000	6q	107500000	0	Bladder	Gain
chr6	chr10:85000000-90000000	6q	107500000	-0.1724137931034482	RCC	Loss
chr6	chr10:85000000-90000000	6q	107500000	0	RCC	Gain
chr6	chr10:85000000-90000000	6q	107500000	-0.09090909090909091	Prostate	Loss
chr6	chr10:85000000-90000000	6q	107500000	0	Prostate	Gain
chr6	chr10:80000000-85000000	6q	112500000	-0.15053763440860218	Bladder	Loss
chr6	chr10:80000000-85000000	6q	112500000	0	Bladder	Gain
chr6	chr10:80000000-85000000	6q	112500000	-0.1724137931034482	RCC	Loss
chr6	chr10:80000000-85000000	6q	112500000	0	RCC	Gain
chr6	chr10:80000000-85000000	6q	112500000	-0.09090909090909091	Prostate	Loss
chr6	chr10:80000000-85000000	6q	112500000	0.00909090909090909	Prostate	Gain
chr6	chr10:75000000-80000000	6q	122500000	-0.17204301075268819	Bladder	Loss
chr6	chr10:75000000-80000000	6q	122500000	0	Bladder	Gain
chr6	chr10:75000000-80000000	6q	122500000	-0.16091954022988503	RCC	Loss
chr6	chr10:75000000-80000000	6q	122500000	0	RCC	Gain
chr6	chr10:75000000-80000000	6q	122500000	-0.04545454545454547	Prostate	Loss
chr6	chr10:75000000-80000000	6q	122500000	0.00909090909090909	Prostate	Gain
chr6	chr10:70000000-75000000	6q	127500000	-0.17204301075268819	Bladder	Loss
chr6	chr10:70000000-75000000	6q	127500000	0	Bladder	Gain
chr6	chr10:70000000-75000000	6q	127500000	-0.16091954022988503	RCC	Loss
chr6	chr10:70000000-75000000	6q	127500000	0	RCC	Gain
chr6	chr10:70000000-75000000	6q	127500000	-0.018181818181818177	Prostate	Loss
chr6	chr10:70000000-75000000	6q	127500000	0.00909090909090909	Prostate	Gain
chr6	chr10:65000000-70000000	6q	132500000	-0.15053763440860218	Bladder	Loss
chr6	chr10:65000000-70000000	6q	132500000	0.010752688172043017	Bladder	Gain
chr6	chr10:65000000-70000000	6q	132500000	-0.16091954022988503	RCC	Loss
chr6	chr10:65000000-70000000	6q	132500000	0	RCC	Gain
chr6	chr10:65000000-70000000	6q	132500000	-0.018181818181818177	Prostate	Loss
chr6	chr10:65000000-70000000	6q	132500000	0.00909090909090909	Prostate	Gain
chr6	chr10:60000000-65000000	6q	137500000	-0.13978494623655918	Bladder	Loss
chr6	chr10:60000000-65000000	6q	137500000	0.02150537634408603	Bladder	Gain
chr6	chr10:60000000-65000000	6q	137500000	-0.14942528735632188	RCC	Loss
chr6	chr10:60000000-65000000	6q	137500000	0	RCC	Gain
chr6	chr10:60000000-65000000	6q	137500000	-0.018181818181818177	Prostate	Loss
chr6	chr10:60000000-65000000	6q	137500000	0	Prostate	Gain
chr6	chr10:55000000-60000000	6q	147500000	-0.13978494623655918	Bladder	Loss
chr6	chr10:55000000-60000000	6q	147500000	0.01075268817204302	Bladder	Gain
chr6	chr10:55000000-60000000	6q	147500000	-0.16091954022988503	RCC	Loss
chr6	chr10:55000000-60000000	6q	147500000	0	RCC	Gain
chr6	chr10:55000000-60000000	6q	147500000	-0.027272727272727285	Prostate	Loss
chr6	chr10:55000000-60000000	6q	147500000	0	Prostate	Gain
chr6	chr10:50000000-55000000	6q	152500000	-0.1612903225806452	Bladder	Loss
chr6	chr10:50000000-55000000	6q	152500000	0	Bladder	Gain
chr6	chr10:50000000-55000000	6q	152500000	-0.14942528735632188	RCC	Loss
chr6	chr10:50000000-55000000	6q	152500000	0	RCC	Gain
chr6	chr10:50000000-55000000	6q	152500000	-0.036363636363636355	Prostate	Loss
chr6	chr10:50000000-55000000	6q	152500000	0.00909090909090909	Prostate	Gain
chr6	chr10:45000000-50000000	6q	167500000	-0.1720430107526882	Bladder	Loss
chr6	chr10:45000000-50000000	6q	167500000	0.010752688172043017	Bladder	Gain
chr6	chr10:45000000-50000000	6q	167500000	-0.16091954022988503	RCC	Loss
chr6	chr10:45000000-50000000	6q	167500000	0	RCC	Gain
chr6	chr10:45000000-50000000	6q	167500000	-0.02727272727272728	Prostate	Loss
chr6	chr10:45000000-50000000	6q	167500000	0	Prostate	Gain
chr7	chr10:30000000-35000000	7p	7500000	-0	Bladder	Loss
chr7	chr10:30000000-35000000	7p	7500000	0.17204301075268824	Bladder	Gain
chr7	chr10:30000000-35000000	7p	7500000	-0	RCC	Loss
chr7	chr10:30000000-35000000	7p	7500000	0.1379310344827586	RCC	Gain
chr7	chr10:30000000-35000000	7p	7500000	-0	Prostate	Loss
chr7	chr10:30000000-35000000	7p	7500000	0.07272727272727271	Prostate	Gain
chr7	chr10:25000000-30000000	7p	12500000	-0	Bladder	Loss
chr7	chr10:25000000-30000000	7p	12500000	0.21505376344086027	Bladder	Gain
chr7	chr10:25000000-30000000	7p	12500000	-0.011494252873563229	RCC	Loss
chr7	chr10:25000000-30000000	7p	12500000	0.1379310344827586	RCC	Gain
chr7	chr10:25000000-30000000	7p	12500000	-0	Prostate	Loss
chr7	chr10:25000000-30000000	7p	12500000	0.07272727272727271	Prostate	Gain
chr7	chr10:20000000-25000000	7p	17500000	-0	Bladder	Loss
chr7	chr10:20000000-25000000	7p	17500000	0.2043010752688172	Bladder	Gain
chr7	chr10:20000000-25000000	7p	17500000	-0.011494252873563229	RCC	Loss
chr7	chr10:20000000-25000000	7p	17500000	0.1379310344827586	RCC	Gain
chr7	chr10:20000000-25000000	7p	17500000	-0	Prostate	Loss
chr7	chr10:20000000-25000000	7p	17500000	0.06363636363636363	Prostate	Gain
chr7	chr10:15000000-20000000	7p	22500000	-0.02150537634408603	Bladder	Loss
chr7	chr10:15000000-20000000	7p	22500000	0.1612903225806452	Bladder	Gain
chr7	chr10:15000000-20000000	7p	22500000	-0	RCC	Loss
chr7	chr10:15000000-20000000	7p	22500000	0.1379310344827586	RCC	Gain
chr7	chr10:15000000-20000000	7p	22500000	-0	Prostate	Loss
chr7	chr10:15000000-20000000	7p	22500000	0.08181818181818183	Prostate	Gain
chr7	chr10:10000000-15000000	7p	27500000	-0.02150537634408603	Bladder	Loss
chr7	chr10:10000000-15000000	7p	27500000	0.17204301075268819	Bladder	Gain
chr7	chr10:10000000-15000000	7p	27500000	-0	RCC	Loss
chr7	chr10:10000000-15000000	7p	27500000	0.1379310344827586	RCC	Gain
chr7	chr10:10000000-15000000	7p	27500000	-0	Prostate	Loss
chr7	chr10:10000000-15000000	7p	27500000	0.0909090909090909	Prostate	Gain
chr7	chr10:5000000-10000000	7p	32500000	-0.010752688172043017	Bladder	Loss
chr7	chr10:5000000-10000000	7p	32500000	0.1397849462365592	Bladder	Gain
chr7	chr10:5000000-10000000	7p	32500000	-0	RCC	Loss
chr7	chr10:5000000-10000000	7p	32500000	0.1379310344827586	RCC	Gain
chr7	chr10:5000000-10000000	7p	32500000	-0	Prostate	Loss
chr7	chr10:5000000-10000000	7p	32500000	0.1	Prostate	Gain
chr7	chr9:125000000-130000000	7p	37500000	-0.010752688172043017	Bladder	Loss
chr7	chr9:125000000-130000000	7p	37500000	0.1397849462365592	Bladder	Gain
chr7	chr9:125000000-130000000	7p	37500000	-0	RCC	Loss
chr7	chr9:125000000-130000000	7p	37500000	0.1379310344827586	RCC	Gain
chr7	chr9:125000000-130000000	7p	37500000	-0	Prostate	Loss
chr7	chr9:125000000-130000000	7p	37500000	0.1	Prostate	Gain
chr7	chr9:120000000-125000000	7p	42500000	-0.010752688172043017	Bladder	Loss
chr7	chr9:120000000-125000000	7p	42500000	0.1397849462365592	Bladder	Gain
chr7	chr9:120000000-125000000	7p	42500000	-0	RCC	Loss
chr7	chr9:120000000-125000000	7p	42500000	0.1379310344827586	RCC	Gain
chr7	chr9:120000000-125000000	7p	42500000	-0	Prostate	Loss
chr7	chr9:120000000-125000000	7p	42500000	0.09090909090909091	Prostate	Gain
chr7	chr9:115000000-120000000	7p	52500000	-0	Bladder	Loss
chr7	chr9:115000000-120000000	7p	52500000	0.15053763440860216	Bladder	Gain
chr7	chr9:115000000-120000000	7p	52500000	-0	RCC	Loss
chr7	chr9:115000000-120000000	7p	52500000	0.1379310344827586	RCC	Gain
chr7	chr9:115000000-120000000	7p	52500000	-0	Prostate	Loss
chr7	chr9:115000000-120000000	7p	52500000	0.09090909090909091	Prostate	Gain
chr7	chr9:110000000-115000000	7q	72500000	-0	Bladder	Loss
chr7	chr9:110000000-115000000	7q	72500000	0.13978494623655918	Bladder	Gain
chr7	chr9:110000000-115000000	7q	72500000	-0	RCC	Loss
chr7	chr9:110000000-115000000	7q	72500000	0.1379310344827586	RCC	Gain
chr7	chr9:110000000-115000000	7q	72500000	-0	Prostate	Loss
chr7	chr9:110000000-115000000	7q	72500000	0.08181818181818182	Prostate	Gain
chr7	chr9:100000000-105000000	7q	77500000	-0	Bladder	Loss
chr7	chr9:100000000-105000000	7q	77500000	0.13978494623655918	Bladder	Gain
chr7	chr9:100000000-105000000	7q	77500000	-0	RCC	Loss
chr7	chr9:100000000-105000000	7q	77500000	0.14942528735632185	RCC	Gain
chr7	chr9:100000000-105000000	7q	77500000	-0	Prostate	Loss
chr7	chr9:100000000-105000000	7q	77500000	0.08181818181818182	Prostate	Gain
chr7	chr9:95000000-100000000	7q	82500000	-0	Bladder	Loss
chr7	chr9:95000000-100000000	7q	82500000	0.18279569892473121	Bladder	Gain
chr7	chr9:95000000-100000000	7q	82500000	-0	RCC	Loss
chr7	chr9:95000000-100000000	7q	82500000	0.14942528735632185	RCC	Gain
chr7	chr9:95000000-100000000	7q	82500000	-0	Prostate	Loss
chr7	chr9:95000000-100000000	7q	82500000	0.07272727272727271	Prostate	Gain
chr7	chr9:90000000-95000000	7q	87500000	-0	Bladder	Loss
chr7	chr9:90000000-95000000	7q	87500000	0.17204301075268819	Bladder	Gain
chr7	chr9:90000000-95000000	7q	87500000	-0	RCC	Loss
chr7	chr9:90000000-95000000	7q	87500000	0.14942528735632185	RCC	Gain
chr7	chr9:90000000-95000000	7q	87500000	-0	Prostate	Loss
chr7	chr9:90000000-95000000	7q	87500000	0.08181818181818182	Prostate	Gain
chr7	chr9:25000000-30000000	7q	92500000	-0	Bladder	Loss
chr7	chr9:25000000-30000000	7q	92500000	0.12903225806451618	Bladder	Gain
chr7	chr9:25000000-30000000	7q	92500000	-0	RCC	Loss
chr7	chr9:25000000-30000000	7q	92500000	0.1379310344827586	RCC	Gain
chr7	chr9:25000000-30000000	7q	92500000	-0	Prostate	Loss
chr7	chr9:25000000-30000000	7q	92500000	0.08181818181818182	Prostate	Gain
chr7	chr9:20000000-25000000	7q	97500000	-0	Bladder	Loss
chr7	chr9:20000000-25000000	7q	97500000	0.11827956989247317	Bladder	Gain
chr7	chr9:20000000-25000000	7q	97500000	-0	RCC	Loss
chr7	chr9:20000000-25000000	7q	97500000	0.12643678160919541	RCC	Gain
chr7	chr9:20000000-25000000	7q	97500000	-0	Prostate	Loss
chr7	chr9:20000000-25000000	7q	97500000	0.08181818181818182	Prostate	Gain
chr7	chr9:15000000-20000000	7q	107500000	-0	Bladder	Loss
chr7	chr9:15000000-20000000	7q	107500000	0.11827956989247315	Bladder	Gain
chr7	chr9:15000000-20000000	7q	107500000	-0	RCC	Loss
chr7	chr9:15000000-20000000	7q	107500000	0.1379310344827586	RCC	Gain
chr7	chr9:15000000-20000000	7q	107500000	-0.018181818181818177	Prostate	Loss
chr7	chr9:15000000-20000000	7q	107500000	0.06363636363636363	Prostate	Gain
chr7	chr9:10000000-15000000	7q	112500000	-0	Bladder	Loss
chr7	chr9:10000000-15000000	7q	112500000	0.13978494623655918	Bladder	Gain
chr7	chr9:10000000-15000000	7q	112500000	-0.011494252873563229	RCC	Loss
chr7	chr9:10000000-15000000	7q	112500000	0.1379310344827586	RCC	Gain
chr7	chr9:10000000-15000000	7q	112500000	-0.036363636363636355	Prostate	Loss
chr7	chr9:10000000-15000000	7q	112500000	0.05454545454545455	Prostate	Gain
chr7	chr9:5000000-10000000	7q	117500000	-0.021505376344086037	Bladder	Loss
chr7	chr9:5000000-10000000	7q	117500000	0.15053763440860218	Bladder	Gain
chr7	chr9:5000000-10000000	7q	117500000	-0.011494252873563229	RCC	Loss
chr7	chr9:5000000-10000000	7q	117500000	0.14942528735632185	RCC	Gain
chr7	chr9:5000000-10000000	7q	117500000	-0.036363636363636355	Prostate	Loss
chr7	chr9:5000000-10000000	7q	117500000	0.05454545454545455	Prostate	Gain
chr7	chr8:135000000-140000000	7q	122500000	-0.03225806451612906	Bladder	Loss
chr7	chr8:135000000-140000000	7q	122500000	0.15053763440860218	Bladder	Gain
chr7	chr8:135000000-140000000	7q	122500000	-0.011494252873563229	RCC	Loss
chr7	chr8:135000000-140000000	7q	122500000	0.14942528735632185	RCC	Gain
chr7	chr8:135000000-140000000	7q	122500000	-0.027272727272727285	Prostate	Loss
chr7	chr8:135000000-140000000	7q	122500000	0.05454545454545455	Prostate	Gain
chr7	chr8:130000000-135000000	7q	127500000	-0.021505376344086037	Bladder	Loss
chr7	chr8:130000000-135000000	7q	127500000	0.11827956989247314	Bladder	Gain
chr7	chr8:130000000-135000000	7q	127500000	-0.011494252873563229	RCC	Loss
chr7	chr8:130000000-135000000	7q	127500000	0.14942528735632185	RCC	Gain
chr7	chr8:130000000-135000000	7q	127500000	-0.027272727272727285	Prostate	Loss
chr7	chr8:130000000-135000000	7q	127500000	0.06363636363636363	Prostate	Gain
chr7	chr8:125000000-130000000	7q	132500000	-0.021505376344086037	Bladder	Loss
chr7	chr8:125000000-130000000	7q	132500000	0.12903225806451618	Bladder	Gain
chr7	chr8:125000000-130000000	7q	132500000	-0.011494252873563229	RCC	Loss
chr7	chr8:125000000-130000000	7q	132500000	0.14942528735632185	RCC	Gain
chr7	chr8:125000000-130000000	7q	132500000	-0.027272727272727254	Prostate	Loss
chr7	chr8:125000000-130000000	7q	132500000	0.06363636363636363	Prostate	Gain
chr7	chr8:120000000-125000000	7q	137500000	-0.021505376344086037	Bladder	Loss
chr7	chr8:120000000-125000000	7q	137500000	0.12903225806451618	Bladder	Gain
chr7	chr8:120000000-125000000	7q	137500000	-0.011494252873563229	RCC	Loss
chr7	chr8:120000000-125000000	7q	137500000	0.14942528735632185	RCC	Gain
chr7	chr8:120000000-125000000	7q	137500000	-0.018181818181818195	Prostate	Loss
chr7	chr8:120000000-125000000	7q	137500000	0.06363636363636363	Prostate	Gain
chr8	chr8:115000000-120000000	8p	2500000	-0.2903225806451613	Bladder	Loss
chr8	chr8:115000000-120000000	8p	2500000	0.02150537634408603	Bladder	Gain
chr8	chr8:115000000-120000000	8p	2500000	-0.1724137931034482	RCC	Loss
chr8	chr8:115000000-120000000	8p	2500000	0.03448275862068967	RCC	Gain
chr8	chr8:115000000-120000000	8p	2500000	-0.16363636363636366	Prostate	Loss
chr8	chr8:115000000-120000000	8p	2500000	0.018181818181818177	Prostate	Gain
chr8	chr8:110000000-115000000	8p	17500000	-0.33333333333333337	Bladder	Loss
chr8	chr8:110000000-115000000	8p	17500000	0.03225806451612905	Bladder	Gain
chr8	chr8:110000000-115000000	8p	17500000	-0.18390804597701155	RCC	Loss
chr8	chr8:110000000-115000000	8p	17500000	0.03448275862068967	RCC	Gain
chr8	chr8:110000000-115000000	8p	17500000	-0.21818181818181817	Prostate	Loss
chr8	chr8:110000000-115000000	8p	17500000	0.00909090909090909	Prostate	Gain
chr8	chr8:100000000-105000000	8p	22500000	-0.3655913978494623	Bladder	Loss
chr8	chr8:100000000-105000000	8p	22500000	0.03225806451612905	Bladder	Gain
chr8	chr8:100000000-105000000	8p	22500000	-0.18390804597701155	RCC	Loss
chr8	chr8:100000000-105000000	8p	22500000	0.03448275862068967	RCC	Gain
chr8	chr8:100000000-105000000	8p	22500000	-0.22727272727272727	Prostate	Loss
chr8	chr8:100000000-105000000	8p	22500000	0.00909090909090909	Prostate	Gain
chr8	chr8:90000000-95000000	8p	27500000	-0.34408602150537626	Bladder	Loss
chr8	chr8:90000000-95000000	8p	27500000	0.03225806451612905	Bladder	Gain
chr8	chr8:90000000-95000000	8p	27500000	-0.1724137931034482	RCC	Loss
chr8	chr8:90000000-95000000	8p	27500000	0.03448275862068967	RCC	Gain
chr8	chr8:90000000-95000000	8p	27500000	-0.21818181818181817	Prostate	Loss
chr8	chr8:90000000-95000000	8p	27500000	0.00909090909090909	Prostate	Gain
chr8	chr8:60000000-65000000	8p	32500000	-0.2903225806451613	Bladder	Loss
chr8	chr8:60000000-65000000	8p	32500000	0.043010752688172074	Bladder	Gain
chr8	chr8:60000000-65000000	8p	32500000	-0.14942528735632185	RCC	Loss
chr8	chr8:60000000-65000000	8p	32500000	0.03448275862068967	RCC	Gain
chr8	chr8:60000000-65000000	8p	32500000	-0.16363636363636366	Prostate	Loss
chr8	chr8:60000000-65000000	8p	32500000	0.00909090909090909	Prostate	Gain
chr8	chr8:50000000-55000000	8p	37500000	-0.13978494623655915	Bladder	Loss
chr8	chr8:50000000-55000000	8p	37500000	0.07526881720430112	Bladder	Gain
chr8	chr8:50000000-55000000	8p	37500000	-0.1379310344827586	RCC	Loss
chr8	chr8:50000000-55000000	8p	37500000	0.04597701149425291	RCC	Gain
chr8	chr8:50000000-55000000	8p	37500000	-0.15454545454545457	Prostate	Loss
chr8	chr8:50000000-55000000	8p	37500000	0.027272727272727282	Prostate	Gain
chr8	chr8:35000000-40000000	8q	52500000	-0.04301075268817205	Bladder	Loss
chr8	chr8:35000000-40000000	8q	52500000	0.2150537634408603	Bladder	Gain
chr8	chr8:35000000-40000000	8q	52500000	-0.06896551724137931	RCC	Loss
chr8	chr8:35000000-40000000	8q	52500000	0.05747126436781606	RCC	Gain
chr8	chr8:35000000-40000000	8q	52500000	-0.0090909090909091	Prostate	Loss
chr8	chr8:35000000-40000000	8q	52500000	0.08181818181818183	Prostate	Gain
chr8	chr8:30000000-35000000	8q	62500000	-0	Bladder	Loss
chr8	chr8:30000000-35000000	8q	62500000	0.2043010752688173	Bladder	Gain
chr8	chr8:30000000-35000000	8q	62500000	-0.05747126436781608	RCC	Loss
chr8	chr8:30000000-35000000	8q	62500000	0.05747126436781606	RCC	Gain
chr8	chr8:30000000-35000000	8q	62500000	-0.0090909090909091	Prostate	Loss
chr8	chr8:30000000-35000000	8q	62500000	0.0909090909090909	Prostate	Gain
chr8	chr8:25000000-30000000	8q	92500000	-0	Bladder	Loss
chr8	chr8:25000000-30000000	8q	92500000	0.2903225806451614	Bladder	Gain
chr8	chr8:25000000-30000000	8q	92500000	-0.03448275862068966	RCC	Loss
chr8	chr8:25000000-30000000	8q	92500000	0.05747126436781606	RCC	Gain
chr8	chr8:25000000-30000000	8q	92500000	-0	Prostate	Loss
chr8	chr8:25000000-30000000	8q	92500000	0.12727272727272732	Prostate	Gain
chr8	chr8:20000000-25000000	8q	102500000	-0	Bladder	Loss
chr8	chr8:20000000-25000000	8q	102500000	0.29032258064516125	Bladder	Gain
chr8	chr8:20000000-25000000	8q	102500000	-0.02298850574712645	RCC	Loss
chr8	chr8:20000000-25000000	8q	102500000	0.08045977011494253	RCC	Gain
chr8	chr8:20000000-25000000	8q	102500000	-0	Prostate	Loss
chr8	chr8:20000000-25000000	8q	102500000	0.1181818181818182	Prostate	Gain
chr8	chr8:15000000-20000000	8q	112500000	-0.02150537634408603	Bladder	Loss
chr8	chr8:15000000-20000000	8q	112500000	0.2688172043010753	Bladder	Gain
chr8	chr8:15000000-20000000	8q	112500000	-0.03448275862068966	RCC	Loss
chr8	chr8:15000000-20000000	8q	112500000	0.08045977011494253	RCC	Gain
chr8	chr8:15000000-20000000	8q	112500000	-0	Prostate	Loss
chr8	chr8:15000000-20000000	8q	112500000	0.1181818181818182	Prostate	Gain
chr8	chr8:0-5000000	8q	117500000	-0.02150537634408603	Bladder	Loss
chr8	chr8:0-5000000	8q	117500000	0.29032258064516125	Bladder	Gain
chr8	chr8:0-5000000	8q	117500000	-0.02298850574712645	RCC	Loss
chr8	chr8:0-5000000	8q	117500000	0.08045977011494253	RCC	Gain
chr8	chr8:0-5000000	8q	117500000	-0	Prostate	Loss
chr8	chr8:0-5000000	8q	117500000	0.1272727272727273	Prostate	Gain
chr8	chr7:135000000-140000000	8q	122500000	-0.02150537634408603	Bladder	Loss
chr8	chr7:135000000-140000000	8q	122500000	0.3118279569892473	Bladder	Gain
chr8	chr7:135000000-140000000	8q	122500000	-0.011494252873563229	RCC	Loss
chr8	chr7:135000000-140000000	8q	122500000	0.0919540229885058	RCC	Gain
chr8	chr7:135000000-140000000	8q	122500000	-0	Prostate	Loss
chr8	chr7:135000000-140000000	8q	122500000	0.1272727272727273	Prostate	Gain
chr8	chr7:130000000-135000000	8q	127500000	-0.02150537634408603	Bladder	Loss
chr8	chr7:130000000-135000000	8q	127500000	0.3010752688172043	Bladder	Gain
chr8	chr7:130000000-135000000	8q	127500000	-0	RCC	Loss
chr8	chr7:130000000-135000000	8q	127500000	0.0919540229885058	RCC	Gain
chr8	chr7:130000000-135000000	8q	127500000	-0	Prostate	Loss
chr8	chr7:130000000-135000000	8q	127500000	0.1363636363636364	Prostate	Gain
chr8	chr7:125000000-130000000	8q	132500000	-0.02150537634408603	Bladder	Loss
chr8	chr7:125000000-130000000	8q	132500000	0.29032258064516125	Bladder	Gain
chr8	chr7:125000000-130000000	8q	132500000	-0	RCC	Loss
chr8	chr7:125000000-130000000	8q	132500000	0.0919540229885058	RCC	Gain
chr8	chr7:125000000-130000000	8q	132500000	-0	Prostate	Loss
chr8	chr7:125000000-130000000	8q	132500000	0.1363636363636364	Prostate	Gain
chr8	chr7:120000000-125000000	8q	137500000	-0.03225806451612905	Bladder	Loss
chr8	chr7:120000000-125000000	8q	137500000	0.2688172043010753	Bladder	Gain
chr8	chr7:120000000-125000000	8q	137500000	-0	RCC	Loss
chr8	chr7:120000000-125000000	8q	137500000	0.0919540229885058	RCC	Gain
chr8	chr7:120000000-125000000	8q	137500000	-0	Prostate	Loss
chr8	chr7:120000000-125000000	8q	137500000	0.12727272727272732	Prostate	Gain
chr9	chr7:115000000-120000000	9p	7500000	-0.25806451612903236	Bladder	Loss
chr9	chr7:115000000-120000000	9p	7500000	0.05376344086021509	Bladder	Gain
chr9	chr7:115000000-120000000	9p	7500000	-0.12643678160919544	RCC	Loss
chr9	chr7:115000000-120000000	9p	7500000	0.011494252873563229	RCC	Gain
chr9	chr7:115000000-120000000	9p	7500000	-0.027272727272727282	Prostate	Loss
chr9	chr7:115000000-120000000	9p	7500000	0	Prostate	Gain
chr9	chr7:110000000-115000000	9p	12500000	-0.2473118279569893	Bladder	Loss
chr9	chr7:110000000-115000000	9p	12500000	0.043010752688172074	Bladder	Gain
chr9	chr7:110000000-115000000	9p	12500000	-0.12643678160919544	RCC	Loss
chr9	chr7:110000000-115000000	9p	12500000	0.011494252873563229	RCC	Gain
chr9	chr7:110000000-115000000	9p	12500000	-0.018181818181818177	Prostate	Loss
chr9	chr7:110000000-115000000	9p	12500000	0	Prostate	Gain
chr9	chr7:105000000-110000000	9p	17500000	-0.27956989247311836	Bladder	Loss
chr9	chr7:105000000-110000000	9p	17500000	0.05376344086021509	Bladder	Gain
chr9	chr7:105000000-110000000	9p	17500000	-0.12643678160919544	RCC	Loss
chr9	chr7:105000000-110000000	9p	17500000	0.011494252873563229	RCC	Gain
chr9	chr7:105000000-110000000	9p	17500000	-0	Prostate	Loss
chr9	chr7:105000000-110000000	9p	17500000	0.009090909090909101	Prostate	Gain
chr9	chr7:95000000-100000000	9p	22500000	-0.2795698924731184	Bladder	Loss
chr9	chr7:95000000-100000000	9p	22500000	0.043010752688172074	Bladder	Gain
chr9	chr7:95000000-100000000	9p	22500000	-0.12643678160919544	RCC	Loss
chr9	chr7:95000000-100000000	9p	22500000	0.011494252873563229	RCC	Gain
chr9	chr7:95000000-100000000	9p	22500000	-0	Prostate	Loss
chr9	chr7:95000000-100000000	9p	22500000	0.009090909090909101	Prostate	Gain
chr9	chr7:90000000-95000000	9p	27500000	-0.2795698924731184	Bladder	Loss
chr9	chr7:90000000-95000000	9p	27500000	0.05376344086021509	Bladder	Gain
chr9	chr7:90000000-95000000	9p	27500000	-0.12643678160919544	RCC	Loss
chr9	chr7:90000000-95000000	9p	27500000	0.011494252873563229	RCC	Gain
chr9	chr7:90000000-95000000	9p	27500000	-0	Prostate	Loss
chr9	chr7:90000000-95000000	9p	27500000	0.009090909090909101	Prostate	Gain
chr9	chr7:85000000-90000000	9q	92500000	-0.21505376344086025	Bladder	Loss
chr9	chr7:85000000-90000000	9q	92500000	0.03225806451612905	Bladder	Gain
chr9	chr7:85000000-90000000	9q	92500000	-0.12643678160919544	RCC	Loss
chr9	chr7:85000000-90000000	9q	92500000	0.011494252873563229	RCC	Gain
chr9	chr7:85000000-90000000	9q	92500000	-0	Prostate	Loss
chr9	chr7:85000000-90000000	9q	92500000	0.02727272727272728	Prostate	Gain
chr9	chr7:80000000-85000000	9q	97500000	-0.21505376344086025	Bladder	Loss
chr9	chr7:80000000-85000000	9q	97500000	0.03225806451612905	Bladder	Gain
chr9	chr7:80000000-85000000	9q	97500000	-0.12643678160919544	RCC	Loss
chr9	chr7:80000000-85000000	9q	97500000	0.011494252873563229	RCC	Gain
chr9	chr7:80000000-85000000	9q	97500000	-0	Prostate	Loss
chr9	chr7:80000000-85000000	9q	97500000	0.018181818181818177	Prostate	Gain
chr9	chr7:75000000-80000000	9q	102500000	-0.20430107526881722	Bladder	Loss
chr9	chr7:75000000-80000000	9q	102500000	0.021505376344086037	Bladder	Gain
chr9	chr7:75000000-80000000	9q	102500000	-0.12643678160919544	RCC	Loss
chr9	chr7:75000000-80000000	9q	102500000	0.011494252873563229	RCC	Gain
chr9	chr7:75000000-80000000	9q	102500000	-0	Prostate	Loss
chr9	chr7:75000000-80000000	9q	102500000	0.018181818181818177	Prostate	Gain
chr9	chr7:70000000-75000000	9q	112500000	-0.1935483870967742	Bladder	Loss
chr9	chr7:70000000-75000000	9q	112500000	0.021505376344086037	Bladder	Gain
chr9	chr7:70000000-75000000	9q	112500000	-0.12643678160919544	RCC	Loss
chr9	chr7:70000000-75000000	9q	112500000	0.011494252873563229	RCC	Gain
chr9	chr7:70000000-75000000	9q	112500000	-0	Prostate	Loss
chr9	chr7:70000000-75000000	9q	112500000	0.018181818181818177	Prostate	Gain
chr9	chr7:50000000-55000000	9q	117500000	-0.19354838709677422	Bladder	Loss
chr9	chr7:50000000-55000000	9q	117500000	0.010752688172043017	Bladder	Gain
chr9	chr7:50000000-55000000	9q	117500000	-0.12643678160919544	RCC	Loss
chr9	chr7:50000000-55000000	9q	117500000	0.011494252873563229	RCC	Gain
chr9	chr7:50000000-55000000	9q	117500000	-0	Prostate	Loss
